trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	38.1  	1   	9  +  5\n\n	---     	1.855	1.135	1   	even    	even    
2   	40.1  	2   	8  +  6\n\n	---     	1.854	0.741	1   	even    	even    
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	80.1  	1   	9  +  4\n\n	---     	1.855	1.116	1   	odd     	odd     
2   	82.1  	2   	7  +  4\n\n	---     	1.855	1.066	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	122.1 	1   	5  +  7\n\n	---     	1.855	0.914	1   	even    	even    
2   	124.1 	2   	6  +  7\n\n	---     	1.855	1.08	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	164.1 	1   	4  +  8\n\n	---     	1.856	0.999	1   	even    	even    
2   	166.1 	2   	9  +  2\n\n	---     	1.855	0.829	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	206.1 	1   	5  +  6\n\n	---     	1.856	1.717	1   	odd     	odd     
2   	208.1 	2   	8  +  9\n\n	---     	1.855	0.931	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	274   	1   	5  +  6\n\n	---     	1.852	1.098	1   	odd     	odd     
2   	276   	2   	6  +  7\n\n	---     	1.854	0.84	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	316   	1   	4  +  8\n\n	---     	1.851	1.048	1   	even    	even    
2   	318   	2   	8  +  6\n\n	---     	1.855	0.814	1   	even    	even    
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	358   	1   	9  +  8\n\n	---     	1.856	1.093	1   	odd     	odd     
2   	360   	2   	9  +  7\n\n	---     	1.856	1.027	1   	even    	even    
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	400   	1   	7  +  7\n\n	---     	1.855	1.163	1   	even    	even    
2   	402   	2   	6  +  5\n\n	---     	1.856	0.889	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	442   	1   	5  +  9\n\n	---     	1.853	1.114	1   	even    	even    
2   	444   	2   	9  +  4\n\n	---     	1.855	1.119	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	491.4 	1   	7  +  4\n\n	---     	1.851	1.352	1   	odd     	odd     
2   	493.4 	2   	7  +  8\n\n	---     	1.855	0.975	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	533.4 	1   	2  +  9\n\n	---     	1.855	1.102	1   	odd     	odd     
2   	535.4 	2   	7  +  9\n\n	---     	1.856	1.236	1   	even    	even    
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	575.4 	1   	5  +  6\n\n	---     	1.856	1.076	1   	odd     	odd     
2   	577.4 	2   	7  +  7\n\n	---     	1.853	0.979	1   	even    	even    
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	617.4 	1   	9  +  2\n\n	---     	1.855	1.17	1   	odd     	odd     
2   	619.4 	2   	6  +  5\n\n	---     	1.855	0.72	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	659.4 	1   	6  +  6\n\n	---     	1.855	0.896	1   	even    	even    
2   	661.4 	2   	7  +  7\n\n	---     	1.855	0.91	1   	even    	even    
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	704.8 	1   	8  +  5\n\n	---     	1.855	1.098	1   	odd     	odd     
2   	706.8 	2   	9  +  9\n\n	---     	1.855	0.865	1   	even    	even    
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	746.8 	1   	9  +  2\n\n	---     	1.855	1.12	1   	odd     	odd     
2   	748.8 	2   	8  +  3\n\n	---     	1.855	0.998	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	788.8 	1   	5  +  7\n\n	---     	1.856	1.685	1   	even    	even    
2   	790.8 	2   	3  +  8\n\n	---     	1.855	0.915	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	830.8 	1   	9  +  9\n\n	---     	1.851	1.123	1   	even    	even    
2   	832.8 	2   	8  +  9\n\n	---     	1.856	0.865	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	872.8 	1   	9  +  3\n\n	---     	1.855	1.121	1   	even    	even    
2   	874.8 	2   	5  +  7\n\n	---     	1.856	0.95	1   	even    	even    
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	918.5 	1   	5  +  8\n\n	---     	1.852	1.095	1   	odd     	odd     
2   	920.5 	2   	9  +  3\n\n	---     	1.855	0.933	1   	even    	even    
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	960.5 	1   	4  +  9\n\n	---     	1.852	0.965	1   	odd     	odd     
2   	962.5 	2   	9  +  9\n\n	---     	1.855	1.003	1   	even    	even    
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	1002.5	1   	6  +  8\n\n	---     	1.856	0.971	1   	even    	even    
2   	1004.5	2   	8  +  8\n\n	---     	1.856	0.762	1   	even    	even    
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	1044.5	1   	7  +  7\n\n	---     	1.855	0.945	1   	even    	even    
2   	1046.5	2   	7  +  4\n\n	---     	1.855	1.159	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	1086.5	1   	9  +  9\n\n	---     	1.856	0.878	1   	even    	even    
2   	1088.5	2   	4  +  9\n\n	---     	1.855	1.028	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	1131.1	1   	8  +  3\n\n	---     	1.855	1.018	1   	odd     	odd     
2   	1133.1	2   	5  +  8\n\n	---     	1.856	1.208	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	1173.1	1   	9  +  6\n\n	---     	1.855	1.44	1   	odd     	odd     
2   	1175.1	2   	7  +  7\n\n	---     	1.852	0.886	1   	even    	even    
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	1215.1	1   	4  +  8\n\n	---     	1.855	0.966	1   	even    	even    
2   	1217.1	2   	7  +  6\n\n	---     	1.856	1.035	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	1257.1	1   	2  +  9\n\n	---     	1.856	0.963	1   	odd     	odd     
2   	1259.1	2   	9  +  8\n\n	---     	1.855	0.842	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	1299.1	1   	6  +  9\n\n	---     	1.855	1.209	1   	odd     	odd     
2   	1301.1	2   	8  +  9\n\n	---     	1.855	0.752	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	1343.5	1   	6  +  5\n\n	---     	1.855	0.932	1   	odd     	odd     
2   	1345.5	2   	8  +  3\n\n	---     	1.855	0.778	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	1385.5	1   	8  +  9\n\n	---     	1.855	1.106	1   	odd     	odd     
2   	1387.5	2   	9  +  5\n\n	---     	1.856	1.487	1   	even    	even    
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	1427.5	1   	5  +  6\n\n	---     	1.855	1.167	1   	odd     	odd     
2   	1429.5	1   	5  +  6\n\n (repeat 1)	---     	1.855	0.541	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	1469.5	1   	4  +  9\n\n	---     	1.855	0.957	1   	odd     	odd     
2   	1471.5	2   	9  +  8\n\n	---     	1.851	0.731	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	1511.5	1   	8  +  5\n\n	---     	1.855	0.971	1   	odd     	odd     
2   	1513.5	2   	8  +  6\n\n	---     	1.855	1   	1   	even    	even    
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	1568.7	1   	9  +  8\n\n	---     	1.855	1.222	1   	odd     	odd     
2   	1570.7	2   	3  +  8\n\n	---     	1.855	0.836	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	1610.7	1   	6  +  9\n\n	---     	1.855	1.241	1   	odd     	odd     
2   	1612.7	2   	5  +  8\n\n	---     	1.855	0.897	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	1652.7	1   	8  +  8\n\n	---     	1.855	1.146	1   	even    	even    
2   	1654.7	2   	5  +  6\n\n	---     	1.855	0.68	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	1694.7	1   	9  +  8\n\n	---     	1.855	0.856	1   	odd     	odd     
2   	1696.7	2   	8  +  4\n\n	---     	1.853	0.717	1   	even    	even    
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	1736.7	1   	4  +  9\n\n	---     	1.855	0.893	1   	odd     	odd     
2   	1738.7	1   	4  +  9\n\n (repeat 1)	---     	1.855	0.643	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	1803.7	1   	9  +  9\n\n	---     	1.851	1.524	1   	even    	even    
2   	1805.7	2   	7  +  4\n\n	---     	1.855	0.722	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	1845.7	1   	7  +  6\n\n	---     	1.855	0.834	1   	odd     	odd     
2   	1847.7	2   	8  +  5\n\n	---     	1.855	0.824	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	1887.7	1   	9  +  3\n\n	---     	1.856	1.135	1   	even    	even    
2   	1889.7	2   	9  +  9\n\n	---     	1.855	0.965	1   	even    	even    
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	1929.7	1   	8  +  9\n\n	---     	1.853	0.797	1   	odd     	odd     
2   	1931.7	2   	5  +  9\n\n	---     	1.855	1.075	1   	even    	even    
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	1971.7	1   	8  +  7\n\n	---     	1.855	0.787	1   	odd     	odd     
2   	1973.7	2   	6  +  7\n\n	---     	1.856	0.856	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	2020.1	1   	3  +  8\n\n	---     	1.856	0.82	1   	odd     	odd     
